url,titulo,texto,status,local,data_hora,problem_type,product_type,category,texto2
https://www.reclameaqui.com.br/electrolux/aumento-de-consumo-de-energia_rxMPQxA5L5oC5bDJ/,Aumento de Consumo de Energia,"Gostaria de relatar o elevado aumento que tivemos em nossa conta de energia apos adquirir o purificador PE12B EAN*******99 em 15/05/24.

Está gastando mais que uma geladeira após a instalação dele todo mês estou pagando 50,00 acima do previsto que gastava quando na verdade pelo que ele promete deveria gastar no máximo 10,00 por mês",,São Paulo - SP,26/07/2024 às 13:41,--,--,--,--
https://www.reclameaqui.com.br/electrolux/geladeira-ibs45-acabou-a-garantia-a-2-semanas-e-parou-de-funcionar_kfWVD-pdp1TwiLIA/,Geladeira IBS45 acabou a garantia a 2 semanas e parou de funcionar,"Comprei uma geladeira por quase 5k e acabou de sair da garantia e simplimente parou de funcionar, não gela e só ascende a luz! Veio um tecnico e disse que era problema de vazamento de gás e que eu preciso entrar em ctt com a eletrolux, pois ele não consegue resolver.

Como Pode uma geladeira nova que eu nem acabei de pagar acontecer isso?

Peço um posicionamento urgênte.",,Diadema - SP,26/07/2024 às 13:41,Eletrodomésticos,Geladeira-Refrigerador,Produto com defeito,--
https://www.reclameaqui.com.br/electrolux/sem-suporte-da-electrolux_rTV-HR6V2XTGLW4I/,Sem suporte da Electrolux,"Boa tarde, meu aparelho cooktop indução está apresentando defeitos, está em garantia e a Eletrolux não resolve o problema.
A primeira assistência técnica enviada totalmente desqualificada para atendimento, apesar que a própria Electrolux não está se importando em resolver o problema, por isso tem parceiros homologados tão ruins, pois são iguais.

Meu aparelho está parado há 1 semana, estou sem suporte da marca e dentro do prazo de garantia.

Espero que tenho o mínimo de decência e respeito e resolvam eu problema .

Anexo a ultima conversa com o atendente que encerrou a chamada sem nenhum parecer.",,Campinas - SP,26/07/2024 às 13:29,--,--,--,--
https://www.reclameaqui.com.br/electrolux/geladeira-com-defeito-problemas-com-atendimento_SRywimbq-zvBOcj8/,"Geladeira com defeito, problemas com atendimento.","Minha mãe comprou uma geladeira e com menos de um ano a geladeira apresentou defeito duas vezes, na segunda vez solicitei a troca do produto uma vez que era o mesmo defeito e com menos de três meses do concerto, não realizaram a troca e fizeram a manutenção do produto, porém agora o produto apresentou o mesmo defeito novamente pela terceira vez, entrei em contato com o SAC na segunda-feira dia 22/07/2024, me informaram através do protocolo ******* que o setor de cuidado com o consumidor iria entrar em contato comigo até quarta-feira 24/07/2024, porém não entraram em contato comigo, retornei o atendimento hoje 26/07/2024 a atendente foi grossa e mal educada, não informa prazo para o técnico vir gerar o laudo e ainda quer que eu aguarde 30 dias após isso para verificarem a troca, não tem condições de aguardar, cada atendente da Electrolux passa uma informação diferente, pedi para falar com a gestão e a atendente não transfere o atendimento sempre inventando uma desculpa.",,Itapevi - SP,26/07/2024 às 13:26,Eletrodomésticos,Geladeira-Refrigerador,Produto com defeito,"Consideração final do consumidor
02/08/2024 às 12:20
Não resolveram meu problema, cada atendente passa uma informação diferente, atendimento despreparado, não sabe orientar o cliente, atraso no retorno dos contatos, não quero mais nada da Electrolux, pior atendimento que recebi.
O problema foi resolvido?
Não resolvido
Voltaria a fazer negócio?
Não
Nota do atendimento
0"
https://www.reclameaqui.com.br/electrolux/geladeira-quebrada-pela-3-vez_8t7jSCEL8tlIf0-k/,Geladeira quebrada pela 3 vez,"Electrolux

Dia 12/04/24 entrei em contato com a Electrolux pois minha geladeira nova, com apenas 11 meses de uso, tinha feito um barulho estranho e parou de refrigerar. Eles entraram em contato com a assistência da minha regiao, que só pode agendar de vir na minha casa dia 16/04/24. Os técnicos vieram e falaram ser um problema na placa atrás da geladeira, iam pedir a peça e só depois viriam instalá-la. Vieram apenas dia 30/04/24 trocar a peça, ou seja, 18 dias após minha geladeira parar de funcionar, tendo eu que me virar nesses dias todos com uma casa, com 3 crianças pequenas, sem geladeira.
Dia 21/05/24 (21 dias depois) ela deu problema pela 2 vez. A mesma coisa, fez um barulho estranho e parou novamente de refrigerar. Entrei em contato novamente com o SAC da Electrolux no dia seguinte, e dia 24/05/24 eles vieram novamente fazer uma visita tecnica, e foi dito novamente que a placa era o problema. Trouxeram a placa nova e a trocaram novamente dia 06/06/24, ou seja, fiquei 16 dias sem geladeira novamente em casa até que o problema fosse resolvido.
Na madrugada do dia 18/07/24 a geladeira fez um ruído estranho novamente e parou de funcionar pela 3 vez. Tentei ligar no SAC neste mesmo dia porém o telefone deles estava com problema, mas abri chamado no site deles e expliquei toda a situação, mas não tive retorno. Consegui ligar no SAC apenas dia 19/07/2024 e eles me deram 24-48h para a assistência vir falar comigo. Fui atrás de falar diretamente com a assistência segunda, dia 22/07, e eles falaram que o sac ainda não tinham entrado em contato com eles e, como a garantia do produto tinha vencido, só poderiam fazer algum serviço com a autorização deles, senão seria cobrado de mim uma taxa da visita + valor do reparo. Falei com o sac novamente nessa data, explicando a urgência da situação, falaram que iam priorizar meu atendimento, pediram pra eu enviar um video do problema pelo WhatsApp deles, mandei logo na sequência e depois nada recebi nenhuma resposta. Liguei novamente dia 23/07, expliquei que pelo codigo de defesa poderia pedir o reembolso do valor pago, pois diante de tudo que expus perdi a confiança na marca, assim como sua agilidade em resolver um problema urgente, pois uma casa não funciona sem geladeira, que queria resolver esse problema de forma amigável, falaram novamente que iam entrar em contato comigo mas novamente não recebi nenhuma ligação. Ontem, dia 25/07/24 liguei pela última vez, falaram que iam me classificar como prioridade crítica e que no mesmo dia iam me ligar, e nada. Hoje, dia 26/07/24 eu continuo aqui, sem geladeira, sem ninguém ter entrado em contato comigo. Fui atrás novamente de falar com a autorizada que respondeu não terem recebido até o momento nenhuma autorização para fazer a visita em garantia.",,Jundiaí - SP,26/07/2024 às 12:49,Eletrodomésticos,Geladeira-Refrigerador,Produto com defeito,--
https://www.reclameaqui.com.br/electrolux/geladeira-veio-com-defeito-e-fui-obrigada-a-aceitar-o-conserto-que-tambem-n_l1WHUEBVcCxS7ZMr/,geladeira veio com defeito e fui obrigada a aceitar o conserto que também não aconteceu,"Comprei um refrigerador modelo IB7, 220v, em 01/04/2024 através da loja física no shopping Midway Mall. Poucos meses depois percebemos um grande barulho no motor e um mal funcionamento já que a parte do congelador formava muito gelo, pedrando os alimentos e, no lado de fora, formando bolhas de água, chegando a molhar o chão. Cheguei a me questionar se essa nova geladeira eu havia comprado sem ser fost free. Mas não me enganei e a geladeira de fato estava comprada corretamente, o erro era um dano de fábrica.

Acionei a empresa pelo chat e fui encaminhada à sua assistência técnica na minha cidade. Qual seja: PJ Solução em Refrigeração LTDA. O atendimento foi de péssima qualidade, desde o início e de fato, a empresa não cumpriu o horário combinado e o técnico me entregou a OS NSVO 17744837 aberta em 18/06/2024 com o seguinte preenchimento: PRODUTO DANDO ENTRADA DE AR NA GAXETA, FEITO REGULAGEM E DEIXADO EM OBS. A data da visita foi em 20/06/2024 após o horário determinado (eles ofertam por turnos, escolhi entre 8h e 12h mas, com muita insistência minha ligando para acompanhar essa questão do horário da visita, eles mandaram o técnico - por volta das 14h. Eu precisava estar presente para acompanhar o serviço, e havia adiado meus compromissos de trabalho já que a empresa vem em horário comercial). O técnico informou sobre esse dano, mas que o procedimento realizado estava correto. No caso, o técnico utilizou meu secador de cabelo para degelar dentro e fora esvaziando o gelo e manuseou a borracha de vedação. Desconfiei muito dessa solução que me apresentou mas o entregei meu secador conforme solicitado e ele trabalhou nessa ideia. Ao final me chamou para mostrar o que fez mas não concordei. Então, ele me pediu para observar por 24h, deixou essa anotação sobre a OBS na OS e me tranquilizou avisando que no dia seguinte voltávamos a nos comunicar.

O Fato é que ninguém da loja me atendeu nem me procurou, eu mandei inúmeras mensagens e fiz inúmeras chamadas de telefone, sem obter sucesso. Voltei a tentar falar com eletrolux vias normais porém o técnico havia dado a OS como concluida, e isso era o impedimento de eu não conseguir avançar com o chat eletrolux. (provavelmente uma IA)

Pesquisei mais e achei o contato do SAC para então abrir outra OS, mas dessa vez eu me convenci que ia solicitar um novo produto, afinal está na garantia e eu não confiava na loja técnica que me era oferecida. Expliquei que houveram muitos desencontros com a empresa responsável pelos reparos aqui da minha cidade, mas, mesmo assim, a funcionária falou que a norma da empresa é reparar defeitos. Diante do exposto e recebendo a negativa, abri espaço na agenda para receber novamente a visita técnica mas pedi para que cumprissem com o horário agendado e, que eu gostaria de saber com antecedência para planejar o dia e não me prejudicar. expliquei que de fato essa visita causaram transtornos de cancelamento de um dia de trabalho. A funcionária informou que eu iria receber contato da empresa PJ para marcar já que eu solicitei essa importante observação. Então, em 28/06 eu recebi mensagem automática de notificação via e-mail, com a nova Ordem de Serviço Autorizado: PJ Soluções em Refrigeração Ltda; o n da Ordem de Serviço: SVO-17973788 e o agendamento para dia 01/07 turno da tarde (sob escolha aleatória deles). Eu relevei e separei a agenda dessa tarde de 01/07 para estar em casa. Porém, por volta das 08h35 desse dia 01/07, recebi uma ligação do técnico que veio fazer a visita. Eu, que já estava fora de casa, retornei para recebê-lo e acompanhar o serviço. O técnico que veio já não era o mesmo. O novo tecnico avaliou que não havia resultado no serviço anterior e me informou que estaria solicitando uma porta nova para substituir e sanar o problema.O prazo seria mais 20 dias. Em 02/07 recebi outro email sac eletrolux sob título: aguardando peça. Em 04/07 recebi outro email sac etretrolux sob título: Electrolux - Peça a caminho da assistência técnica. Hoje é 26/07 e se passou até mais de 20 dias. Peço que por favor me envie novo produto pois essa falta de atenção e comunicação prejudicou qualquer esperança e estou sendo prejudicada e com meus direitos sendo violados.",,Natal - RN,26/07/2024 às 12:49,Eletrodomésticos,Geladeira-Refrigerador,Produto com defeito,"Consideração final do consumidor
01/08/2024 às 07:09
Eu estou agindo com base na necessidade extrema que um refrigerador significa para uma casa. A empresa precisa ser mais atenciosa com sua assistência
O problema foi resolvido?
Resolvido
Voltaria a fazer negócio?
Não
Nota do atendimento
7"
https://www.reclameaqui.com.br/electrolux/compra-geladeira_4kNJ5_nKsW6OqksL/,Compra geladeira,"Comprei uma geladeira tem 1 ano, meu apartamento está em reforma então não recebi na minha residência, quando chegou abriu a parte da frente da geladeira para conferir os amassados, tinha um que a Electrolux nos pagou e tudo ok!
Porém após a reforma q demorou 6 meses viemos pro atual apartamento e a geladeira fica ao lado de uma janela bem iluminada onde da pra ver vários amassados, fico chateada toda vez q olho para ela pq agora já acabou a garantia",,Santo André - SP,26/07/2024 às 12:34,--,--,--,--
https://www.reclameaqui.com.br/electrolux/falta-de-retorno-sobre-fornecimento-de-peca_DPMXHV2rHRHufrwP/,Falta de retorno sobre fornecimento de peça,"Precisei do fornecimento para troca de peça de acabamento de uma coifa de ilha da Electrolux(peça de acabamento que fica acima da coifa, entre a coida e o teto). Foi solicitado pela assistencia tecnica faz mais de 30 dias, Numero do Pedido ******* e SVO-17864680 o retorno que a assistencia tecnica me deu foi que eu deveria entrar em contato com a Electrolux, pois a peça foi negada(Independente de ser garantia ou eu pagar pela peça).
Entrei em contato com aa Electrolux na ultima sexta feira, dia 19/07 sob o protocolo numero 18114748 e expliquei a situação, e foi me dito que em 48 horas me dariam retorno com a solução. Não me retornaram em 48 horas e liguei novamente, quando disseram que minha solicitação estava com o setor de cuidado ao cliente(ou algo parecido o nome) e que estavam pedindo urgencia para este setor entrar em contato comigo e pediram para aguardar. Ninguem entrou em contato ontem, dia 25 liguei novamente e disseram que estavam aguardando a assitencia tecnica respoder alguns questionamentos para liberarem a peça. Entrei em contato com a assistencia tecnica hoje e a mesma me disse que todo e qualquer questionamento já foi respondido e que não tem nada pendente na assistencia. Tornei a ligar na Electrolux e pedi para me passar neste setor de cuidado ao cliente(que de cuidado ao cliente estou percebendo que não te nada) e me negaram passar para este setor, eu insisti dizendo que eu precisa explicar que não tem nenhuma ação pendente por parte da assistencia tecnica, para ganharmos tempo, pois estou aguardando faz mais de 30 dias e minha obra esta parada por este motivo, e negaram. Então pedi para falar com um responsável, supervisor, etc..e mais uma vez negaram e desligaram. Um absurdo!! Pelo codigo do consumir a Electrolux deve fornecer as peças por 5 anos, e meu produto não tem sequer 1 ano.
Um absurdo me deixarem esperando já por mais de 30 dias sem resolverem minha situação. Comprei todos os meus eletrodomesticos da Electrolux(Coifa, Geladeira, Adega, Cooktop, etc..) e jamais tornarei a comprar esta marca novamente.
Peço depois de todo este desgaste, pelo menos a solução imediata do envio da peça que estou aguardando já faz mais de 30 dias e sem nenhuma posição.",,São Paulo - SP,26/07/2024 às 12:27,Eletrodomésticos,Coifa e depurador,Assistência técnica,"Consideração final do consumidor
11/08/2024 às 08:12
Demorado mas foi resolvido
O problema foi resolvido?
Resolvido
Voltaria a fazer negócio?
Sim
Nota do atendimento
8"
https://www.reclameaqui.com.br/electrolux/problemas-reiterados-com-coifa-e-atendimento-deficiente_2VO4EEd6nx2dxe62/,Problemas Reiterados com Coifa e Atendimento Deficiente,"Gostaria de expressar minha insatisfação em relação ao produto adquirido e ao atendimento recebido. Desde o primeiro dia, tenho enfrentado diversos problemas com a coifa.

Primeiramente, enfrentei um atraso de três meses na assistência técnica devido à mudança de empresa responsável pelo suporte. Além disso, tenho enfrentado os seguintes problemas recorrentes:

Lâmpadas: Todas as lâmpadas foram substituídas anteriormente, pois estavam caindo. No entanto, após dois meses, elas voltaram a cair, e uma delas está pendurada. Isso sugere que o problema pode ser um defeito no produto.

Painel: O painel tem apresentado falhas constantes. Em alguns momentos, ele liga e desliga sem motivo aparente ou simplesmente não funciona. Embora o painel tenha sido substituído há menos de um mês, ele já voltou a apresentar problemas.

Esses problemas têm sido extremamente frustrantes e afetaram minha experiência com o produto, que considero abaixo das expectativas.

Solicito uma solução imediata e eficiente para esses problemas ou uma orientação sobre como proceder para obter um substituto ou reembolso.

Agradeço pela atenção e espero uma resposta rápida.",,Rio de Janeiro - RJ,26/07/2024 às 12:26,Eletrodomésticos,Coifa e depurador,Produto com defeito,--
https://www.reclameaqui.com.br/electrolux/maquina-de-lavar_P4SQTmJcv2MkqAVT/,Maquina de lavar,"Fiz a compra de uma máquina de lavar eletrolux modelo les11 em 23/06/2021fiz a garantia estendida nunca deu defeito ,hoje dia 26 de julho de 2024 a mesma apresenta defeito não centrífuga e não solta água, no momento me encontro desempregada com idoso e criança em casa e necessito muito do conserto, solicito a eletrolux a cortesia no reparo , haja visto que a máquina só tem 3 anos de uso .",,Itaquaquecetuba - SP,26/07/2024 às 12:21,Eletrodomésticos,Lavadora de roupas e Tanquinho,Assistência técnica,--
https://www.reclameaqui.com.br/electrolux/problemas-com-autorizada-e-envio-de-peca_J7Pp9VLQPlvavlci/,Problemas com autorizada e envio de peça,"Procurei a autorizada REFRILAR em Fortaleza - CE para comprar uma peça de reposição para minha lava louças, na ocasião precisei esperar quase 1 mês para conseguir fazer o pedido. Ao conseguir fazer o pedido fui informado do prazo de 30 dias corridos, após mais de 100 dias a peça não havia chegado e a autorizada só dando novos prazos e dizendo que o anterior havia sido extraviado. Desisti da compra e pedi o reembolso, que não foi feito pela autorizada, informando prazo de 25 dias úteis, 98 dias depois ainda sem reembolso. Procurei uma nova autorizada, a ELETROSERVICE em Maracanaú - CE, esta por usa vez fez um ótimo atendimento, embora a fábrica também tenha atrasado a entrega, dos 30 dias de prazo ficou aproximadamente 50 dias. A peça chegou esta última autorizada fez o serviço rápido e com um excelente atendimento.",,Maranguape - CE,26/07/2024 às 11:58,Eletrodomésticos,Lava louças,Assistência técnica,--
https://www.reclameaqui.com.br/electrolux/microondas-descascando-com-1-ano-e-meio-de-uso_goYv1vwQoIjgtEbp/,Microondas descascando com 1 ano e meio de uso,"Tenho um microondas Electrolux em uso há 1 ano e meio e há alguns meses começou a apresentar bolhas na tinta interna. Atualmente alguns pontos começaram a descascar, causando risco para a saúde. Todos os lados na parte interna apresentam esse problema, assim como na porta e parte externa ao lado dos botões.
Um produto que deveria durar anos se deteriorando pouco tempo após o fim da garantia mostra que é um produto de péssima qualidade.",,Orleans - SC,26/07/2024 às 11:52,Eletrodomésticos,Micro-ondas,Má qualidade,--
https://www.reclameaqui.com.br/electrolux/conserto_OiHYpTGb8-CSJ0Ih/,Conserto,"A um ano atrás trocamos a geladeira troca casada e agora o motor parou e o conserto 2.380.00 inviável o pagamento desde conserto valor de um produto, entrei em contato com a marca e eles dizeram quem não pode fazer nada. Meus pais idosos estão apreensivos que não pode pagar esse produto",,Recife - PE,26/07/2024 às 11:42,Não encontrei meu problema,Geladeira-Refrigerador,Produto quebrou com pouco tempo de uso,--
https://www.reclameaqui.com.br/electrolux/batedeira-planetaria-eletrolux_kuE_6otgzE4zBp34/,Batedeira planetaria eletrolux,"Meu nome é Roseli, venho fazer essa reclamação referente a uma batedeira planetária modelo EKM40 5 litros eletrolux , comprei essa batedeira no ano passado, começo de deste ano ela apresentou um defeito de fabricacao levei a uma assistência técnica autorizada da Eletrolux para arrumar no dia 22/01/2024, ela ficou na assistência até dia 14/02/2024 , retirei a a batedeira nesse dia e levei pra casa , quase 1 mês depois ela apresentou o mesmo problema, levei na autorizada novamente no dia 18/03/2024 e retirei no dia 09/04/2024
Ela mais uma vez quebrou e apresentou os mesmo problemas levei no dia 07/05/2024
E deixei bem claro pra moça, que se não tivesse concerto ela entrasse em
Contato com a Eletrolux para me enviarem outra batedeira , pois a minha estava claro que tinha feito de fabricacao !
No dia 28 de maio a Eletrolux entrou em contato comigo me confirmando a troca da batedeira , que até dia 14/06/2024 eu receberia na minha casa outra batedeira ! E eu esperei até esse dia ela não chegou comecei então a ligar para a Eletrolux perguntando sendo que é muito
Difícil falar pois sempre te enviam para outros canais e vc fica a horas no telefone esperando pelo atendimento , e sempre que eu ligava eles me falavam que minha batedeira estava com a transportadora Rodonaves , e era pra mim aguardar . Então entro em contato com a transportadora Rodonaves pelo telefone 0800 7013799

Falei com atendente Fabrício e esperei por uma semana , até eles entraram me ligaram no dia 11 de julho Fabricio me confirmou que a batedeira nunca foi retirada por eles na fábrica da Eletrolux
Protocolo da empresa Rodonaves 02041618
Nota fiscal 510002

Esse tempo todo a Eletrolux não demonstrou respeito e nem tentou resolver o meu problema
Sou confeiteira fiquei quase 2 meses sem poder trabalhar perdi clientes , tive gastos levando e buscando essa batedeira na assistência técnica fiquei ligando pra Eletrolux e nada , hoje uso uma batedeira emprestada da minha cunhada pra poder trabalhar !!
Pois ainda estou pagando as últimas parcelas dessa batedeira que nem usei direto pra falar a verdade !!!
Estou muito triste em ver que uma
Empresa de porte como da Eletrolux trata seus clientes dessa maneira , pois se fizeram isso comigo ,com certeza já agiram assim com outros clientes também !!",,Franco da Rocha - SP,26/07/2024 às 11:41,Não encontrei meu problema,Batedeiras,Produto com defeito,--
https://www.reclameaqui.com.br/electrolux/problema-no-produdo-defeito_xEY-HncjCX9T7v9-/,Problema no produdo defeito,Comprei uma geladeira porém veio com defeito não está gelando os produtos e acabou estragando tudo liguei pra eles falou que os produtos estravados não podem fazer nada que eu tenho que ficar no prejuízo . E o prazo pra poder eles ver o produto pra poder trocar é muito longo e não podem fazer nada pra resolver tem que esperar e quando isso o resto dos produtos vão estragando uma empresa sem compromisso com o cliente porque comprei não faz nem 1 semana . Vou ficar no prejuízo porque até eles troca a geladeira pra mim o prazo é de 30 dias cliente a satisfeito os produtos são muitos bons todos os produtos da minha casa são deles mais o problema pra resolver eles não quer,,Campinas - SP,26/07/2024 às 11:38,Não encontrei meu problema,Geladeira-Refrigerador,Produto com defeito,--
https://www.reclameaqui.com.br/electrolux/nunca-vi-uma-empresa-com-tanta-dificuldade-pra-resolver_nWdkx8bgplWGyGu1/,Nunca vi uma empresa com tanta dificuldade pra resolver,"Comprei uma airfry com o modelo EAF90, e simplesmente ela parou de funcionar!!!! Entrei em contato com a assistência técnica, e depois de mais de um mês de espera, a empresa decidiu que me enviaria uma airfry nova, até ai tudo lindo né? Valeu a pena esperar.


O problema é que a Airfry chegou na minha casa com acessórios faltando, e não consigo usar por conta disso. Já perdi a conta da quantidade de vezes que liguei para o suporte da Electrolux pra resolver o meu problema, e quando eles afirmam que finalmente foi resolvido e que enviariam as peças faltantes para a minha casa, eles enviam APENAS UMA das peças faltantes!

Vocês precisam URGENTEMENTE mudar a cultura do time para serem voltados à RESOLUÇÃO DE PROBLEMAS, já que esse é o objetivo de um time de suporte. De nada adianta achar que resolveram um problema deixando coisas para trás.

Quanto mais tempo vou precisar aguardar para resolver isso? Afinal, deixei a minha airfry no dia 09/05/2024 na assistência técnica de vocês, e já passaram SETENTA E OITO dias até o momento. Essa é a meta de SLA de vocês para um atendimento? Esperava mais de uma empresa como a Electrolux.",,Juiz de Fora - MG,26/07/2024 às 11:29,Eletrodomésticos,Fogão-Forno,Assistência técnica,--
https://www.reclameaqui.com.br/electrolux/maquina-veio-toda-amassada_2CHtVMrGME_N-eTA/,MÁQUINA VEIO TODA AMASSADA,"COMPRAMOS UMA MÁQUINA LAVA E SECA DE 4 MIL REAIS, E SIMPLESMENTE A MESMA VEIO TODA AMASSADA NA FRENTE NA PORTA, E AGORA A ELECTROLUX SIMPLESMENTE NÃO FAZ NADA, OS MOTORISTAS DA EMPRESA FALA QUE VAI RETIRAR E NUNCA VEM, BLIQUEIA A GENTE NO WHATSAPP E NO TELEFONE, UM DESCASO COM O CLIENTE, SINCERAMENTE ARREPENDIMENTO, ACHAM QUE NOSSO DINHEIRO É CAPIM, E AINDA A DROGA DA MÁQUINA NÃO FECHA NEM A PORTA PRA TENTAR USAR TODA AMASSADA, OU SEJA MAIS DE UM MÊS COM ESSA MÁQUINA SEM CONSEGUIR USAR, MUITO MENOS TROCAR OU ARRUMAR..",,São Paulo - SP,06/08/2024 às 08:13,Eletrodomésticos,Lavadora de roupas e Tanquinho,Produto com defeito,--
https://www.reclameaqui.com.br/electrolux/problema-com-a-geladeira-electrolux-modelo-tf56s-vicio-oculto_WmTrBIDkzKul6Br5/,Problema com a geladeira Electrolux modelo TF56S - Vício Oculto,"Fiz a aquisição da geladeira Electrolux modelo TF56S 474L PLT 110V, em 19/12/2019, conforme NF. Após 2 a 3 anos, ccomecei a enfrentar problemas com falta de refrigeração no freezer e no refrigerador, superaquecimento e barulho excessivo. Como a garantia já havia expirado, não procurei a assistência técnica autorizada e contratei um técnico de confiança, pois os preços das autorizadas costumam ser mais altos. O técnico fez a carga de gás, mas alertou que o problema poderia persistir devido à complexidade do modelo, tornando o local do vazamento inacessível.

Em 19/07/2024, os problemas retornaram: falta de refrigeração, superaquecimento e barulho ruidoso contínuo. O técnico fez uma nova carga de gás, mas o problema persiste.

Pesquisando na internet, encontrei várias reclamações similares sobre este modelo, o que sugere um vício oculto. A Electrolux parece reconhecer o problema, oferecendo reembolso, reparo ou troca em casos semelhantes.

No dia 26/07/2024, entrei em contato com o suporte da Electrolux. A atendente informou que, embora o produto esteja fora da garantia, uma assistência técnica pode ser enviada, com custo a meu encargo, para emitir um laudo. Não foi fornecido prazo para a resolução, e eu teria que arcar com os custos da visita técnica e com a incerteza quanto à responsabilidade e solução do problema, considerando que a assistência técnica esta vinculada à Electrolux, e podem emitir opinião contaminada a cerca do problema.

Estou enfrentando grandes prejuízos, incluindo perda de alimentos perecíveis e gastos com gás, sem solução para o problema. Além disso, tenho tido que armazenar alimentos em outra casa e comer fora com frequência.

Peço à Electrolux que cubra o custo da assistência técnica inicial, reembolse os valores pagos pelos reparos que não resolveram o problema, compense pela perda dos alimentos perecíveis e forneça um novo refrigerador ou reembolse o valor total da compra com correção monetária. Aguardo uma rápida solução.


IMPORTANTE RESSALTAR:

O vício oculto é tratado no Código de Defesa do Consumidor -
Art. 26. O direito de reclamar pelos vícios aparentes ou de fácil constatação caduca em:
(.) 3 Tratando-se de vício oculto, o prazo decadencial inicia-se no momento em que ficar evidenciado o defeito.
Isso significa que mesmo fora da garantia, quando o defeito for de difícil constatação, o prazo para o consumidor reclamar se inicia a partir do momento em que o defeito for identificado.

Situações semelhantes já foram amplamente analisadas pelo Poder Judiciário e o entendimento firmado na 4 Turma do STJ é no sentido de que em se tratando de vício oculto não decorrente do desgaste natural gerado pela fruição ordinária do produto, mas da própria fabricação, o prazo para reclamar a reparação se inicia no momento em que ficar evidenciado o defeito, mesmo depois de expirado o prazo contratual de garantia, devendo ter-se sempre em vista o critério da vida útil do bem, que se pretende ""durável"". Segue a ementa da decisão:
EMENTA: Quarta Turma - DIREITO DO CONSUMIDOR. VÍCIO OCULTO. DEFEITO MANIFESTADO APÓS O TÉRMINO DA GARANTIA CONTRATUAL. OBSERVÂNCIA DA VIDA ÚTIL DO PRODUTO.

Precedente citado: REsp 1.123.004-DF, DJe 9/12/2011. REsp 984.106-SC, Rel. Min. Luis Felipe Salomão, julgado em 4/10/2012.",,Belo Horizonte - MG,26/07/2024 às 11:24,--,--,--,--
https://www.reclameaqui.com.br/electrolux/aspirador-de-po-eletrolux_7LmimaHDIF_DG1PR/,Aspirador de pó ELETROLUX,"Comprei 1 aspirador, modelo SMART, e em 4 meses de uso, quebrou o encaixe da mangueira com os canos prolongadora. Procurei a assistência técnica, pediram q eu levasse o aspirador, a nota, e me deram um prazo de 30 dias, com o aparelho retido, pra avaliar e dar um parecer se iriam repor a peça, senão, mais 30 dias pra poder solicitar uma peça que substitui a quebrada. Tentei todos os canais, e sempre cai na assistência técnica, que a única solução é reter o produto 30 dias.",,Curitiba - PR,26/07/2024 às 11:23,--,--,--,--
https://www.reclameaqui.com.br/electrolux/prateleira-de-vidro-estourou_v5ygDFHQz6_nYHsr/,PRATELEIRA DE VIDRO ESTOUROU,"Tenho um refrigerador de 03 portas, modelo IM8S, e o vodro da prateleira dobravel ESTOUROU. A geladeira estava fechada, ouvi o barulho e fui verificar, o vidro estourou em mil pedaços.

Perdi diversos alimentos que estavam na geladeira, e a ELETROLUX simplismente afirmou que não há cobertura.

O caso é absurdo. Já vi outros consumidores com o mesmo problema. A Eletrolux precisa apurar os casos, porque isso é muito sério, e nitidamente se trata de um problema de fabricação, considerando que nao é normal que o vidro estoure!

Não tinha peso, não tinha trinca, não tinha nada quente. A geladeira estava fechada!

Estou indignada. Caso não resolvam administrativamente, irei judicializar o caso, porque a situação é uma falta de respeito com o consumidor!",,Carmo do Cajuru - MG,26/07/2024 às 11:13,Eletrodomésticos,Geladeira-Refrigerador,Produto quebrou com pouco tempo de uso,"Consideração final do consumidor
10/08/2024 às 08:46
A empresa encaminhou outra prateleira.
O problema foi resolvido?
Resolvido
Voltaria a fazer negócio?
Sim
Nota do atendimento
9"
https://www.reclameaqui.com.br/electrolux/grades-da-lava-loucas-ficando-danificadas-com-menos-de-2-anos-de-uso_lvENBjPGrvki0fIM/,Grades da Lava Louças ficando danificadas com menos de 2 anos de uso.,"Olá,

Adquiri uma Lava Louças Electrolux 14 Serviços Branca com Função Higienizar Compras (LL14B) 127V no dia 14/09/2022. Desde então, já enfrentei problemas com ferrugem na porta. Inicialmente, tentei resolver o problema esfregando a área com uma esponja, mas isso deixou marcas visíveis. Na época, decidi não dar muita importância ao problema, supondo que poderia ser algo normal.

Recentemente, notei uma série de danos nas grades da máquina. A pintura das grades está se desgastando e descascando, resultando em áreas enferrujadas. Isso tem comprometido a estética do produto, algo que considero inaceitável para um item tão caro.

Estou entrando em contato para buscar uma solução, apesar de estar ciente de que o produto está fora da garantia. Sei que a central de atendimento da marca pode não ser de muita ajuda, mas gostaria de expressar minha frustração. Investi muito esforço e dinheiro na compra deste produto, esperando durabilidade e qualidade, e agora vejo o item se deteriorando rapidamente.

Aguardo uma solução para este problema.",,Feira de Santana - BA,26/07/2024 às 10:55,Eletrodomésticos,Lava louças,Má qualidade,--
https://www.reclameaqui.com.br/electrolux/ar-condicionado_CXt9rqdX6GqbV0Q1/,Ar condicionado,Fiz a compra de um ar que tem todas aquelas tecnologias e na verdade vi que não tem nada,,Trindade - GO,26/07/2024 às 10:32,Eletrodomésticos,Ar condicionado,Produto com defeito,--
